id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
670,"Floette",54,45,47,75,98,52,"Single Bloom Pokémon","It gives its own power to flowers, pouring its heart into caring for them. Floette never forgives anyone who messes up a flower bed.","0.2 m","0.9 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/670.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671,"Florges",78,65,68,112,154,75,"Garden Pokémon","Its life can span several hundred years. It’s said to devote its entire life to protecting gardens.","1.1 m","10 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/671.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,"Skiddo",66,65,48,62,57,52,"Mount Pokémon","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.","0.9 m","31 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/672.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673,"Gogoat",123,100,62,97,81,68,"Mount Pokémon","They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.","1.7 m","91 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/673.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,"Pancham",67,82,62,46,48,43,"Playful Pokémon","It’s desperate to intimidate its opponents. Be nice and pretend to be scared if you catch it glaring at you intensely.","0.6 m","8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/674.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
675,"Pangoro",95,124,78,69,71,58,"Daunting Pokémon","Pangoro is the type to talk with its fists. It doesn’t say much as it pummels opponents with enough force to send a dump truck flying.","2.1 m","136 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/675.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
676,"Furfrou",75,80,60,65,90,102,"Poodle Pokémon","Left alone, its fur will grow longer and longer, but it will only allow someone it trusts to cut it.","1.2 m","28 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/676.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,"Espurr",62,48,54,63,60,68,"Restraint Pokémon","It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.","0.3 m","3.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/677.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
678,"Meowstic",74,48,76,83,81,104,"Constraint Pokémon","The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.","0.6 m","8.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/678.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
679,"Honedge",45,80,100,35,37,28,"Sword Pokémon","If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.","0.8 m","2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/679.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
680,"Doublade",59,110,150,45,49,35,"Sword Pokémon","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","0.8 m","4.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/680.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
681,"Aegislash",60,50,150,50,150,60,"Royal Sword Pokémon","Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.","1.7 m","53 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/681.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
682,"Spritzee",78,52,60,63,65,23,"Perfume Pokémon","In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.","0.2 m","0.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/682.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
683,"Aromatisse",101,72,72,99,89,29,"Fragrance Pokémon","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","0.8 m","15.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/683.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,"Swirlix",62,48,66,59,57,49,"Cotton Candy Pokémon","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","0.4 m","3.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/684.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,"Slurpuff",82,80,86,85,75,72,"Meringue Pokémon","Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!","0.8 m","5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/685.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
686,"Inkay",53,54,53,37,46,45,"Revolving Pokémon","When exchanging information with others of its kind, it flashes the light-emitting spots on its body in a complex rhythm.","0.4 m","3.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/686.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
687,"Malamar",86,92,88,68,75,73,"Overturning Pokémon","It flashes the pattern on its torso to control its prey and draw them in. The edges of its fins are supremely sharp.","1.5 m","47 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/687.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
688,"Binacle",42,52,67,39,56,50,"Two-Handed Pokémon","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","0.5 m","31 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/688.png",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
689,"Barbaracle",72,105,115,54,86,68,"Collective Pokémon","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.","1.3 m","96 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/689.png",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
690,"Skrelp",50,60,60,60,60,30,"Mock Kelp Pokémon","It’s not good at swimming, so it clings to the seaweed. In the Alola region, it’s often found near Dhelmise.","0.5 m","7.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/690.png",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
691,"Dragalge",65,75,90,97,123,44,"Mock Kelp Pokémon","It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal.","1.8 m","81.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/691.png",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
692,"Clauncher",50,53,62,58,63,44,"Water Gun Pokémon","It moves around by jetting water from its right pincer. It has a poor sense of balance, so it’s terrible at swimming straight.","0.5 m","8.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/692.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,"Clawitzer",71,73,88,120,89,59,"Howitzer Pokémon","Its right arm is packed with meat. When its pincer falls off, it’s exported to be used as a cooking ingredient.","1.3 m","35.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/693.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,"Helioptile",44,38,33,61,43,70,"Generator Pokémon","The frills on either side of its head have cells that generate electricity when exposed to sunlight.","0.5 m","6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/694.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"Heliolisk",62,55,52,109,94,109,"Generator Pokémon","It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.","1 m","21 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/695.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,"Tyrunt",58,89,77,45,45,48,"Royal Heir Pokémon","Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it’s trying to frolic with are gravely injured.","0.8 m","26 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/696.png",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
697,"Tyrantrum",82,121,119,69,59,71,"Despot Pokémon","The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws.","2.5 m","270 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/697.png",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
698,"Amaura",77,59,50,67,63,46,"Tundra Pokémon","Amaura was restored successfully, but it’s not expected to live long because of the heat of the current environment.","1.3 m","25.2 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/698.png",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
699,"Aurorus",123,77,72,99,92,58,"Tundra Pokémon","This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit.","2.7 m","225 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/699.png",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
700,"Sylveon",95,65,65,110,130,60,"Intertwining Pokémon","Sylveon wraps its ribbonlike feelers around its Trainer’s arm because this touch enables it to read its Trainer’s feelings.","1 m","23.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/700.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
701,"Hawlucha",78,92,75,74,63,118,"Wrestling Pokémon","In combat, Hawlucha leaps nimbly about, taking advantage of its opponents’ blind spots. It’s also skilled at using superb submission holds.","0.8 m","21.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/701.png",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
702,"Dedenne",67,58,57,81,67,101,"Antenna Pokémon","Its upper whiskers are sensors that survey its surroundings. Its lower whiskers are organs that shoot electricity.","0.2 m","2.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/702.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,"Carbink",50,50,150,50,150,50,"Jewel Pokémon","To keep the jewels on their bodies free of tarnish, packs of Carbink use their soft manes to polish one another’s jewels.","0.3 m","5.7 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/703.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
704,"Goomy",45,50,35,55,75,40,"Soft Tissue Pokémon","Its body is mostly water. If it dries out, it will die, so it’s always sitting with perfect stillness in the shade.","0.3 m","2.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/704.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
705,"Sliggoo",68,75,53,83,113,60,"Soft Tissue Pokémon","Its entire body is covered with gooey mucus that can dissolve anything. Be sure to put gloves on if you’re going to touch it.","0.8 m","17.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/705.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
706,"Goodra",90,100,70,110,150,80,"Dragon Pokémon","Underneath its slimy skin is a thick layer of fat, and the combination of the two makes enemies’ attacks slide right off.","2 m","150.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/706.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
707,"Klefki",57,80,91,80,87,75,"Key Ring Pokémon","Long ago it lived in mines, but once the minerals that make up its diet became scarcer, Klefki began appearing in human settlements.","0.2 m","3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/707.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
708,"Phantump",43,70,48,50,60,38,"Stump Pokémon","An unknown spirit came to lodge in a tree stump, creating this Pokémon. A cure-all can be made from an infusion of its green leaves.","0.4 m","7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/708.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
709,"Trevenant",85,110,76,65,82,56,"Elder Tree Pokémon","This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest.","1.5 m","71 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/709.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
710,"Pumpkaboo",59,66,70,44,55,41,"Pumpkin Pokémon","It is said to carry wandering spirits to the place where they belong so they can move on.","0.4 m","5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/710.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
711,"Gourgeist",85,100,122,58,75,54,"Pumpkin Pokémon","It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.","0.9 m","12.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/711.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
712,"Bergmite",55,69,85,32,35,28,"Ice Chunk Pokémon","Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.","1 m","99.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/712.png",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
713,"Avalugg",95,117,184,44,46,28,"Iceberg Pokémon","The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.","2 m","505 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/713.png",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
714,"Noibat",40,30,35,45,40,55,"Sound Wave Pokémon","It flies around in search of fruit to eat. It uses ultrasonic waves to detect which fruits are ripe.","0.5 m","8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/714.png",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
715,"Noivern",85,70,80,97,80,123,"Sound Wave Pokémon","This hot-blooded Pokémon attacks anything it sees with ultrasonic waves that can crush boulders.","1.5 m","85 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/715.png",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
716,"Xerneas",126,131,95,131,98,99,"Life Pokémon","When the horns on its head shine in seven colors, it is said to be sharing everlasting life.","3 m","215 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/716.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
717,"Yveltal",126,131,95,131,98,99,"Destruction Pokémon","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","5.8 m","203 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/717.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
718,"Zygarde",108,100,121,81,95,95,"Order Pokémon","Some say it can change to an even more powerful form when battling those who threaten the ecosystem.","5 m","305 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/718.png",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
719,"Diancie",50,100,150,100,150,50,"Jewel Pokémon","It can instantly create many diamonds by compressing the carbon in the air between its hands.","0.7 m","8.8 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/719.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
720,"Hoopa",80,110,60,150,130,70,"Mischief Pokémon","It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","0.5 m","9 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/720.png",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721,"Volcanion",80,110,120,130,90,70,"Steam Pokémon","It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.","1.7 m","195 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/721.png",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,"Rowlet",68,55,55,50,50,42,"Grass Quill Pokémon","It feels relaxed in tight, dark places and has been known to use its Trainer’s pocket or bag as a nest.","0.3 m","1.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/722.png",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
723,"Dartrix",78,75,75,70,70,52,"Blade Quill Pokémon","Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out.","0.7 m","16 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/723.png",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
724,"Decidueye",78,107,75,100,100,70,"Arrow Quill Pokémon","Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye.","1.6 m","36.6 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/724.png",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
725,"Litten",45,65,40,60,40,70,"Fire Cat Pokémon","Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur.","0.4 m","4.3 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/725.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,"Torracat",65,85,50,80,50,90,"Fire Cat Pokémon","When its mane is standing on end, you can tell it’s feeling good. When it isn’t feeling well, its fur will lie down flat.","0.7 m","25 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/726.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,"Incineroar",95,115,90,80,90,60,"Heel Pokémon","When its fighting spirit is set alight, the flames around its waist become especially intense.","1.8 m","83 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/727.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728,"Popplio",50,54,54,66,56,40,"Sea Lion Pokémon","Popplio gets on top of its bouncy water balloons to jump higher. It’s quite the acrobatic fighter!","0.4 m","7.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/728.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"Brionne",60,69,69,91,81,50,"Pop Star Pokémon","It attacks by smacking its enemies with the exploding water balloons that it creates.","0.6 m","17.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/729.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,"Primarina",80,74,74,126,116,60,"Soloist Pokémon","Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song.","1.8 m","44 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/730.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,"Pikipek",35,75,30,30,30,65,"Woodpecker Pokémon","It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!","0.3 m","1.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/731.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
732,"Trumbeak",55,85,50,40,50,75,"Bugle Beak Pokémon","From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.","0.6 m","14.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/732.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,"Toucannon",80,120,75,75,75,60,"Cannon Pokémon","Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.","1.1 m","26 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/733.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
734,"Yungoos",48,70,30,30,30,45,"Loitering Pokémon","Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey.","0.4 m","6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/734.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,"Gumshoos",88,110,60,55,60,45,"Stakeout Pokémon","Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!","0.7 m","14.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/735.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,"Grubbin",47,62,45,55,45,46,"Larva Pokémon","It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down.","0.4 m","4.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/736.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
737,"Charjabug",57,82,95,55,75,36,"Battery Pokémon","Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents.","0.5 m","10.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/737.png",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
738,"Vikavolt",77,70,90,145,75,43,"Stag Beetle Pokémon","Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.","1.5 m","45 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/738.png",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
739,"Crabrawler",47,82,57,42,47,63,"Boxing Pokémon","Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.","0.6 m","7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/739.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
740,"Crabominable",97,132,77,62,67,43,"Woolly Crab Pokémon","Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.","1.7 m","180 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/740.png",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
741,"Oricorio",75,70,70,98,70,93,"Dancing Pokémon","This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.","0.6 m","3.4 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/741.png",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742,"Cutiefly",40,45,40,55,40,84,"Bee Fly Pokémon","Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes’ movements and make fools of them.","0.1 m","0.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/742.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
743,"Ribombee",60,55,60,95,70,124,"Bee Fly Pokémon","It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.","0.2 m","0.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/743.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
744,"Rockruff",45,65,40,30,40,60,"Puppy Pokémon","When it rubs the rocks on its neck against you, that’s proof of its love for you. However, the rocks are sharp, so the gesture is quite painful!","0.5 m","9.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/744.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
745,"Lycanroc",75,115,65,55,65,112,"Wolf Pokémon","The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms.","0.8 m","25 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/745.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
746,"Wishiwashi",45,20,20,25,25,40,"Small Fry Pokémon","When it’s in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away.","0.2 m","0.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/746.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,"Mareanie",50,53,62,43,52,45,"Brutal Star Pokémon","Aside from its head, its body parts regenerate quickly if they’re cut off. After a good night’s sleep, Mareanie is back to normal.","0.4 m","8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/747.png",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
748,"Toxapex",50,63,152,53,142,35,"Brutal Star Pokémon","With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn’t affect Toxapex in there, so it’s very comfortable.","0.7 m","14.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/748.png",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,"Mudbray",70,100,70,45,55,45,"Donkey Pokémon","Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine.","1 m","110 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/749.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
